idx,kappa,gamma,alpha,cert,cert_d,cert_gen,compliant,moved,moved_G3,e_G3,e_G4,e_G5,kn,kh,kmax
25,1022.7261766630276,1694.749,1.917473e-08,1,1,1,1,1,1,7.521760991835436e-15,3.1558089474970075e-13,1.1516652631549107e-09,1,1,2
26,125356538.2218182,103719500.0,0.2499948,0,0,0,0,1,1,1.8381991573695127e-08,4.1048310147239516e-08,1.3765704061169372e-06,5,3,4
27,201313.93406258442,84761.17,0.0003821261,1,1,1,1,1,1,6.2911851023298285e-12,2.198694454839413e-10,5.6166784319924476e-08,1,1,3
28,8265349205.845464,61085120000.0,0.249563,0,0,0,0,1,1,1.6439692940295458e-09,8.296758446935115e-09,3.114032293499713e-05,14,7,5
29,232563414.83235186,280065100.0,0.2499973,0,0,0,0,1,1,2.3955152861354634e-08,5.3067008787266445e-08,0.0001623690880376838,7,4,4
30,59581857433.150085,46342850000.0,0.2497087,0,0,0,0,1,1,1.0515632218789859e-08,3.273399945810606e-09,5.105381301311272e-05,15,8,5
31,117834.02403552299,101718.9,0.0001179852,1,1,1,1,1,1,2.751798788835913e-12,8.03008770589031e-11,3.031547346488139e-08,1,1,3
32,1133194.8488122292,990492.8,0.0127025,1,1,1,1,1,1,1.9109935855965432e-11,3.49897333329352e-11,0.00025682941456978137,1,1,3
33,52076070.971427195,145483600.0,0.2499752,0,0,0,0,1,1,1.117595332944532e-08,1.478794953158058e-08,0.001017854794455264,6,3,4
34,257172.14422639122,66684.65,0.0003309536,1,1,1,1,1,1,3.756231310506182e-12,1.3766695727813108e-11,1.2453538413648166e-08,1,1,3
35,9148240364.937284,4800922000.0,0.249966,0,0,0,0,1,1,2.0237563612227934e-09,2.8843974880721425e-08,0.00010155389806726432,12,7,5
36,1243228490.4780903,2155280000.0,0.2500382,0,0,0,0,1,1,4.477445858519502e-09,5.6977843110317394e-08,0.00046287654398802225,8,5,5
37,129.54202885395765,122.8285,1.915752e-10,1,1,1,1,0,1,4.849113119646812e-15,1.9955965530854185e-14,4.7043425677032296e-08,0,0,1
38,1176646847.4306962,4390520000.0,0.2499629,0,0,0,0,1,1,1.0659642613042308e-09,4.723954560859056e-10,1.3069670211862672e-05,11,9,5
39,22264020.095839188,15938600.0,0.248997,0,0,0,0,1,1,5.460197750956528e-10,1.1492376675207444e-08,2.5091709513001413e-07,4,2,4
40,370027262.3788772,294958200.0,0.2499974,0,0,0,0,1,1,5.6988731813978665e-09,8.624973571935429e-10,7.306866871439562e-05,8,4,5
41,140787.79705544948,1092009.0,0.0006225759,1,1,1,1,1,1,6.934008922598878e-12,1.547444394844888e-10,8.233738357787956e-09,1,1,3
42,31743.95531712105,298354.3,0.0001011413,1,1,1,1,1,1,1.3827827771706325e-13,4.1804337769235644e-12,4.212849402662755e-09,1,1,3
43,1456472024118.2551,818851700000.0,0.2424192,0,0,0,0,1,1,2.442301776230999e-07,2.4548242705391027e-07,0.00017562248826210247,20,11,6
44,153.88761346884854,66.09304,2.040298e-10,1,1,1,1,0,1,1.5433876695030914e-15,3.072528683595385e-13,1.2537440946309614e-08,0,0,1
45,409929223.1075885,323728100.0,0.2499977,0,0,0,0,1,1,5.550365739896475e-09,2.433363509551762e-08,0.00017595772915526934,8,4,5
46,1811918.9700002791,8885891.0,0.05893663,1,1,0,1,1,1,5.553479898168234e-11,1.5120998897444338e-09,0.00014314866754461253,2,1,3
47,2972.2434822545047,2690.223,8.839182e-08,1,1,1,1,1,1,4.496403249731884e-14,4.956035581926699e-13,5.6893571398930476e-05,1,1,2
48,768396241.6957686,541439200.0,0.2500049,0,0,0,0,1,1,2.2936487137686568e-10,3.0898463342673454e-08,8.503273467684346e-06,9,5,5
49,192063.3894498142,1509605.0,0.002723354,1,1,1,1,1,1,5.700995231450179e-14,5.193401264591557e-12,2.5877698565102136e-05,1,1,3
50,489.68282316393373,6856.109,3.634165e-08,1,1,1,1,0,1,3.885780586188048e-16,5.767608612927688e-14,2.92955043557086e-09,0,0,1
51,18250.636973624383,14061.25,3.004611e-06,1,1,1,1,1,1,3.396943370839117e-13,1.7838979000290084e-11,2.9718891035216415e-08,1,1,3
52,254868.32034495377,428112.6,0.0003726218,1,1,1,1,1,1,1.7040813204971528e-12,7.125167122978837e-11,0.00023408455419748897,1,1,3
53,2623385.476726705,1242082.0,0.08772529,1,1,1,1,1,1,1.2106209038022827e-10,2.084545521582073e-09,2.9501476404532283e-05,2,1,3
54,103801.04960473097,290226.7,0.0001558108,1,1,1,1,1,1,2.049693748062964e-12,6.343259251195832e-12,5.0001881211847454e-05,1,1,3
55,308.5531438892428,201.9713,9.440549e-10,1,1,1,1,0,1,4.844035962771545e-15,1.3227944359876143e-13,2.4496023441757752e-08,0,0,1
56,1895704957187.3003,1142843000000.0,0.2435947,0,0,0,0,1,1,3.184683540357846e-07,3.170657716594742e-07,7.04109023257577e-05,20,10,6
57,740.0166347936678,873.5144,6.961648e-09,1,1,1,1,0,1,2.4980018054066022e-15,1.3838930001952576e-13,8.424732688527836e-06,0,0,1
58,993709597.824136,814052200.0,0.250004,0,0,0,0,1,1,2.362223054911458e-09,1.6157113523210693e-07,1.1075205817296843e-05,9,5,5
59,43355480.706085764,46633740.0,0.2496933,0,0,0,0,1,1,9.51200147295778e-10,4.1978199575780116e-08,5.253337419161951e-07,4,2,4
60,283.72431577373044,3188.804,1.002628e-08,1,1,1,1,0,1,4.718447854656915e-16,8.24618151540335e-14,1.5353759129921318e-06,0,0,1
61,1692985705.4760296,750262700.0,0.2499909,0,0,0,0,1,1,4.658861118309938e-09,8.038005680373622e-10,6.891251651187051e-05,10,5,5
62,1169700.5567863942,2945827.0,0.02403501,1,1,1,1,1,1,1.7518597683618964e-11,1.8967710735395826e-10,5.928832681384444e-05,1,1,3
63,123566199.11587235,96860140.0,0.2500001,0,0,0,0,1,1,1.6543302394644854e-08,2.1036448250022488e-08,0.0001949516371774207,6,3,4
64,2986374189502.3975,2281258000000.0,0.2289068,0,0,0,0,1,1,4.920611023063749e-07,4.924096813700134e-07,1.8341984981949806e-05,21,14,6
65,29686996.730486237,21881390.0,0.2498134,0,0,0,0,1,1,4.064646377900868e-11,1.6555187815345092e-08,3.3247795238620584e-07,4,2,4
66,22.778450931988743,17.12369,3.512757e-12,1,1,1,1,0,1,1.1102230246251565e-16,1.1324274851176597e-14,5.496954902373119e-07,0,0,1
67,11645027594.334494,34307120000.0,0.2503476,0,0,0,0,1,1,5.203703690170869e-09,1.1244544961819258e-08,0.00030430719725693667,13,7,5
68,1220919947.059016,10059840000.0,0.2499535,0,0,0,0,1,1,3.7002323427515194e-10,8.821497698985326e-09,3.4826014455757726e-05,11,6,5
69,571508.3919759,417117.6,0.002936198,1,1,1,1,1,1,3.0126883520763905e-11,1.0613331998371644e-09,1.0306408651000856e-08,1,1,3
70,7591.517547182749,12171.85,9.892471e-07,1,1,1,1,1,1,1.4166445794216997e-13,5.095368571517156e-12,2.098619666934809e-08,1,1,3
71,3688134.492481673,4299382.0,0.09660769,1,1,1,1,1,1,5.658473689607035e-12,5.889052689944663e-09,0.0005125197621752564,2,1,3
72,1006.2878234146613,901.2418,9.883221e-09,1,1,1,1,1,1,2.9621459100954474e-14,9.669383785818179e-13,2.214783212993624e-08,1,1,2
73,1657.8744112432669,815.5323,2.67997e-08,1,1,1,1,1,1,1.2068588801057949e-14,1.5298143164221055e-12,8.21520874484767e-08,1,1,2
74,2774132.54932771,6870842.0,0.003858421,1,1,0,1,1,1,3.015609983947343e-11,1.3825898204089526e-09,0.00787226126409002,1,1,3
75,46168629974.10976,52350680000.0,0.2498899,0,0,0,0,1,1,7.440611404785358e-09,2.655360226144765e-08,7.59112925917127e-05,15,8,5
76,223525.066863896,420900.1,0.0001682967,1,1,1,1,1,1,2.3404611582122925e-12,2.0955687185519878e-10,0.0034495064114219987,1,1,3
77,449449811.07528114,400465500.0,0.2500012,0,0,0,0,1,1,9.114942112571854e-09,2.460412616614184e-08,9.313812816870199e-06,8,4,5
78,146350.89831234168,127052.1,0.0002442291,1,1,1,1,1,1,1.2800925132858964e-12,5.1260192254877094e-11,2.3582735180017095e-08,1,1,3
79,8294333.969922123,53490360.0,0.2460762,0,0,0,0,1,1,1.7628010162695773e-11,3.3377833830172676e-10,7.894758180526651e-08,4,2,4
80,13033.285446207152,7638.776,1.273133e-06,1,1,1,1,1,1,3.3606513336137767e-13,4.347435963177697e-12,0.00017617038431136083,1,1,3
81,348.1011615382216,133.8523,5.898599e-10,1,1,1,1,0,1,1.9137113339321117e-15,3.7317371011676175e-14,2.9000705545736053e-08,0,0,1
82,19114.309452447935,40908.46,5.753657e-06,1,1,1,1,1,1,4.0045744498229396e-13,8.60367332933265e-12,1.3127949283209261e-08,1,1,3
83,11520205844.742882,8629396000.0,0.2499342,0,0,0,0,1,1,2.1110451301472027e-09,1.0311436355088282e-08,0.00012785303632024188,13,7,5
84,188.9906297859022,165.1234,4.424477e-10,1,1,1,1,0,1,6.7970448881375984e-15,5.890772236385918e-14,2.5683663426420462e-08,0,0,1
85,18331117.672302864,18159370.0,0.2462724,0,0,0,0,1,1,1.4586148955331169e-10,9.191077565695593e-09,2.1353216561603716e-07,4,2,4
86,16937705.77471194,14389990.0,0.2452241,0,0,0,0,1,1,4.611390064428993e-08,1.5213822806767183e-09,1.8388758393202099e-07,3,2,3
87,4264014.262928913,5706640.0,0.1425478,1,1,0,1,1,1,1.5550394305563486e-11,4.814407761344341e-10,0.00013377601713682186,2,1,3
88,55362432.89490037,85135760.0,0.2499125,0,0,0,0,1,1,2.2379184548588e-08,8.744258024126956e-09,0.0003586443103645112,5,3,4
89,86.21416399505847,52.4563,5.642605e-11,1,1,1,1,0,1,1.541593858327591e-15,9.789121000380203e-14,9.826186826177522e-09,0,0,1
90,21.110153744295108,21.15404,3.861506e-12,1,1,1,1,0,1,2.220446049250313e-16,1.1546319456101628e-14,1.5328230151823163e-07,0,0,1
91,88265682670001.88,72787330000000.0,3.574429,0,0,0,0,1,1,2.4560939427966365e-06,2.4560733152640176e-06,3.948705929622645e-05,24,14,6
92,28562.49955389643,35034.01,7.786621e-06,1,1,1,1,1,1,8.665290707199347e-14,4.098110739647609e-12,1.2446566619084276e-05,1,1,3
93,122044956.6632852,65014750.0,0.2499884,0,0,0,0,1,1,2.0568600045400842e-08,1.1010441608449995e-07,0.0001723265865923307,6,3,4
94,42772.20112065695,218416.1,2.903319e-05,1,1,1,1,1,1,3.6809444381447065e-13,8.160860875960907e-11,0.00010023857476781917,1,1,3
95,15010.032338577594,7614.68,1.258953e-06,1,1,1,1,1,1,1.254552017826427e-13,4.641009798689311e-12,0.00017343558314425467,1,1,3
96,767197767.3941072,5034377000.0,0.2499643,0,0,0,0,1,1,7.246537814253884e-10,5.44586020723159e-09,8.538637092048162e-06,10,6,5
97,120463.21680691479,45373.4,0.0001557997,1,1,1,1,1,1,9.240823207705694e-13,1.7094454345910933e-11,7.070489552971868e-05,1,1,3
98,55357441087.96904,45316830000.0,0.2493843,0,0,0,0,1,1,9.026110628889627e-09,4.6297410032151616e-08,5.4582744793450905e-05,15,8,5
99,39.94608824097408,25.76448,1.018595e-11,1,1,1,1,0,1,1.7763568394002505e-15,4.218847493575595e-15,1.1700447499762845e-08,0,0,1
100,1899515.2561746768,10319130.0,0.1177225,1,1,0,1,1,1,1.9731438705150595e-12,1.5407347619955658e-10,4.1865092087534084e-05,2,1,3
101,116457308.62411323,115623500.0,0.2499978,0,0,0,0,1,1,7.532982237989927e-09,4.007236376057932e-08,1.274074359458588e-06,6,3,4
102,189364384.4559446,127024000.0,0.2499977,0,0,0,0,1,1,1.0936974551398011e-08,6.674146059917339e-08,6.535586360428216e-05,6,4,4
103,1128057019.2528582,457296000.0,0.2499986,0,0,0,0,1,1,7.96127730406937e-09,1.5931330132890054e-07,0.0001038954357542865,9,10,5
104,120.1320482439432,111.4165,1.487437e-10,1,1,1,1,0,1,6.439293542825908e-15,1.454392162258955e-14,4.356500301505584e-06,0,0,1
105,5561910.777703465,24266460.0,0.2343225,0,0,0,0,1,1,3.752553823233029e-13,2.6055235746724748e-09,2.2972135358401147e-05,3,2,4
106,1309.6733374648745,679.1406,7.526779e-09,1,1,1,1,1,1,8.326672684688674e-15,7.882583474838611e-14,2.1896411128707882e-08,1,1,2
107,6585761018.000887,3936200000.0,0.2500123,0,0,0,0,1,1,6.120862150460482e-09,2.29607999946424e-07,8.219293897737678e-05,12,6,5
108,26835932775.77742,40474800000.0,0.25126,0,0,0,0,1,1,1.131127561771465e-08,2.2285651648443293e-07,0.00029796375719549586,13,7,5
109,29200282052.73842,7185241000.0,0.249969,0,0,0,0,1,1,5.4460788069904e-09,3.4285025694243075e-09,6.490940601742205e-05,13,7,5
110,121548262098.49092,633815800000.0,0.2542051,0,0,0,0,1,1,2.0827654966188912e-08,3.295097996412609e-08,0.00011135178142590873,17,9,5
111,922658.5494020092,877844.8,0.008267713,1,1,1,1,1,1,2.821620714854589e-11,6.392495421891908e-10,7.007498232081133e-05,1,1,3
112,195.7260681585985,163.8787,3.545417e-10,1,1,1,1,0,1,4.218847493575595e-15,1.2401191185062999e-13,5.712666089174867e-06,0,0,1
113,496.7274071051296,301.3697,3.042208e-09,1,1,1,1,0,1,2.593453628884045e-14,7.426708119077037e-13,2.088959103902229e-08,0,0,2
114,8207925571.780959,5184426000.0,0.2500161,0,0,0,0,1,1,9.001014156240217e-09,3.491855915527253e-08,0.00015950673087905543,12,6,5
115,16911759651.00485,32098470000.0,0.2497324,0,0,0,0,1,1,3.763294342817858e-09,1.566271223829574e-09,5.3143825012980095e-05,13,9,5
116,34613443.94998018,25885920.0,0.249242,0,0,0,0,1,1,8.671363627144046e-11,2.3690348349703072e-08,0.00034565165901678796,4,2,4
117,6969687896.790799,83620340000.0,0.2500026,0,0,0,0,1,1,1.427429396905211e-09,5.466907426754375e-09,2.204579942749474e-05,14,7,5
118,116.87380061763587,47.80964,2.036299e-11,1,1,1,1,0,1,7.614497786923742e-16,1.0469934457020145e-13,1.3939744977430044e-08,0,0,1
119,104627354217953.62,73314780000000.0,3.732517,0,0,0,0,1,1,2.4798939875060624e-06,2.479840668237852e-06,0.0003504900777575566,24,12,6
120,1119.0712103297933,1012.799,1.45187e-08,1,1,1,1,1,1,1.7877933118830664e-14,2.4094205276662607e-13,2.5617500144655566e-08,1,1,2
121,1835805817.1527834,1635501000.0,0.2499985,0,0,0,0,1,1,7.10376091284104e-10,3.841951073946248e-08,7.304843453809218e-05,10,6,5
122,83138369.64301634,78410080.0,0.2499489,0,0,0,0,1,1,2.5686367870275006e-08,6.442908646439571e-09,9.253600105670092e-05,5,3,4
123,175005615846.9467,95821690000.0,0.2507396,0,0,0,0,1,1,2.9765033967459475e-08,1.235448710712952e-08,0.00019412594335325656,17,9,5
124,6852.629267699247,4474.652,3.34961e-07,1,1,1,1,1,1,6.666889262874065e-14,1.8672285939658195e-12,1.3586387737074546e-08,1,1,3
125,2948850528.204034,3616856000.0,0.2499237,0,0,0,0,1,1,1.8852486238785104e-09,3.941894854975203e-08,3.273444998663777e-05,10,5,5
126,567645.7423563352,1703543.0,0.01031519,1,1,1,1,1,1,2.758682171588589e-12,2.836072487966135e-10,7.9722072277022e-09,1,1,3
127,6222644046.744292,35883110000.0,0.2502453,0,0,0,0,1,1,9.981147019999526e-10,5.530386093521855e-09,2.2888324336445276e-05,13,7,5
128,2418205082.045508,3754338000.0,0.249987,0,0,0,0,1,1,6.843715760762592e-09,2.7523621604075288e-08,7.314096236576972e-05,11,6,5
129,731152.4261805082,529168.9,0.01082501,1,1,1,1,1,1,1.9265444321784682e-11,1.7049496374971735e-10,0.0001632494543498303,1,1,3
130,6765786885.323682,5578405000.0,0.2499391,0,0,0,0,1,1,4.348837003952149e-09,4.234064099475755e-08,7.510482242818554e-05,12,7,5
131,6677262.827176405,6020156.0,4.559777,0,0,0,0,1,1,3.1027203029054817e-10,5.278885217840923e-09,6.712329858604704e-08,4,2,3
132,21490693447.505383,200635100000.0,0.2503963,0,0,0,0,1,1,4.183536850277392e-09,5.850742390567376e-09,8.150475684309821e-06,15,8,5
133,12927014715.154253,12165260000.0,0.2500838,0,0,0,0,1,1,9.116792434740431e-10,1.3886301664352047e-08,7.415660697095826e-05,13,10,5
134,8906784.6103007,7823019.0,0.2180361,0,0,0,0,1,1,1.5911648525328947e-11,1.7753845629592297e-09,0.00019974458042372524,2,1,3
135,157.17880413757499,188.9885,5.963407e-11,1,1,1,1,0,1,1.7763568394002505e-15,1.2634338020234281e-13,4.175923047800012e-06,0,0,1
136,6468.735242836679,13514.76,5.66573e-07,1,1,1,1,1,1,5.970224314921779e-14,3.9624692416140306e-12,0.0001593336513846244,1,1,3
137,1462696279538.9414,1080332000000.0,0.2591704,0,0,0,0,1,1,2.5084287984923693e-07,2.5150728162915997e-07,0.0005083711947947956,20,10,6
138,175475074.9312795,1044482000.0,0.2500114,0,0,0,0,1,1,1.3849191238257674e-09,2.3137547433549344e-11,5.1151677256167094e-05,9,5,5
139,1887043.4345866197,1126072.0,0.02797701,1,1,1,1,1,1,5.1848651896943084e-11,7.830777276837847e-10,0.00016157259475510957,1,1,3
140,20330.154918687953,310409.3,7.008469e-05,1,1,1,1,1,1,2.1077584122508597e-13,5.194178420708795e-13,1.8982978185533295e-05,1,1,3
141,8784931303.820166,8629995000.0,0.250056,0,0,0,0,1,1,1.7437059574021418e-09,6.641470051693688e-08,0.00023421024714920247,12,7,5
142,15284131.774269594,146748800.0,0.2497449,0,0,0,0,1,1,1.0676838690937274e-08,1.6083753828777247e-08,1.775512157292658e-05,5,3,4
143,395774936182.8511,335745300000.0,0.2482256,0,0,0,0,1,1,6.709220490441774e-08,6.496733375615593e-08,0.00014040665768374377,18,9,5
144,5706289.544824551,17670670.0,0.1686668,0,0,0,0,1,1,1.8228751841320445e-11,1.7729403500865715e-09,8.437823057738658e-05,2,1,3
145,31170623296.43758,46365310000.0,0.2499387,0,0,0,0,1,1,4.255568897271189e-09,1.5361704019944966e-08,4.3813603601283724e-05,14,8,5
146,2671.9567780564544,544.6646,3.29149e-08,1,1,1,1,1,1,8.412574901128393e-14,8.017948660311824e-12,5.545131440210412e-08,1,1,3
147,16518477.013736092,7688116.0,0.2425764,0,0,0,0,1,1,2.9110671218560775e-10,6.192945131267253e-11,1.6853109853802574e-05,3,2,4
148,27989095635.12814,36687580000.0,0.2498251,0,0,0,0,1,1,5.4327848886259744e-09,2.7268578817185585e-07,1.037412894477896e-05,14,7,5
149,1371151237.2960527,13859640000.0,0.2499256,0,0,0,0,1,1,8.523300953910962e-09,1.3102525731056858e-08,0.00013696307394495122,10,5,5
150,190.97952243740343,1019.25,2.019627e-09,1,1,1,1,0,1,1.2212453270876722e-15,1.1368683772161603e-13,1.3329403358852687e-08,0,0,1
151,155450.07810608574,1728892.0,0.002913921,1,1,1,1,1,1,1.5604184611106575e-13,3.259459369076012e-11,1.4492669286880755e-09,1,1,3
152,90550159.02338196,200668000.0,0.2499992,0,0,0,0,1,1,2.384893393880816e-10,1.1619153972297624e-09,4.547210110722455e-05,7,4,4
153,4857930758.122788,9187238000.0,0.2500416,0,0,0,0,1,1,5.403898959832421e-09,7.499328569740256e-08,5.395687639152194e-05,12,6,5
154,1155468707.987048,1405104000.0,0.2499943,0,0,0,0,1,1,3.0540691642322315e-09,1.4903994594028802e-08,1.2842860364403741e-05,10,5,5
155,16650344.567903435,7793224.0,0.239288,0,0,0,0,1,1,6.327689198390739e-08,5.786123047946992e-08,1.6716066770487804e-07,3,2,3
156,176524595.80655816,146595400.0,0.2499979,0,0,0,0,1,1,7.335767295539128e-09,6.708687234220006e-08,0.00010732468593779282,7,4,4
157,876719.9194013883,2465055.0,0.009713586,1,1,1,1,1,1,1.0956763274450054e-11,1.4197418241046478e-10,5.833302176164179e-05,1,1,3
158,984.4622190685212,3198.762,1.941026e-08,1,1,1,1,1,1,4.440892098500626e-15,1.6026069360464135e-13,2.149310848237329e-05,1,1,2
159,1916766004.0226538,1530349000.0,0.2499938,0,0,0,0,1,1,6.038527566865071e-09,1.9632787617851477e-08,0.00010314298516589382,10,5,5
160,106282937046.21791,701471500000.0,0.2454526,0,0,0,0,1,1,1.7905587179622984e-08,1.864825613373533e-08,1.845758096927219e-05,18,9,5
161,358394055.00868577,369064600.0,0.2499951,0,0,0,0,1,1,6.009597264267086e-09,9.871858575039028e-08,0.00013240398187575053,7,4,4
162,174598082.40541807,132243000.0,0.2499972,0,0,0,0,1,1,1.5040108467111727e-08,3.7366044665921394e-08,1.9789188649153555e-06,6,3,4
163,13509.05287272081,8375.18,3.436428e-06,1,1,1,1,1,1,1.0422646410842347e-14,1.2553751894159267e-11,1.9961970281288802e-09,1,1,3
164,178133910.08607978,434329900.0,0.2499874,0,0,0,0,1,1,6.878062318364196e-10,2.2173683223576218e-08,0.00014728464876517816,7,4,4
165,21232570752.050232,10069020000.0,0.2499435,0,0,0,0,1,1,8.396596445653653e-09,3.391242777439262e-08,4.3128281104896255e-05,13,7,5
166,549882.5876533663,256265.1,0.004493219,1,1,1,1,1,1,2.1446520469466035e-11,6.678901421192285e-10,0.00010758945488539952,1,1,3
167,17590.887589824368,10480.17,1.828154e-06,1,1,1,1,1,1,3.462785613805863e-13,1.9949597529489438e-12,1.0601836852863755e-08,1,1,3
168,179209.7116071772,124894.0,7.389997e-05,1,1,1,1,1,1,3.8336001040306655e-13,1.752678002731045e-10,0.0018695982249479215,1,1,3
169,267124210.4896852,84056290.0,0.2499993,0,0,0,0,1,1,3.5937845924227346e-09,3.62664970684312e-08,4.3697117138049266e-05,7,4,4
170,592550.6177980045,854309.3,0.00488869,1,1,1,1,1,1,1.301336816084131e-11,8.451698230160787e-10,1.629331036756554e-08,1,1,3
171,34415151.082965426,30120380.0,0.2496979,0,0,0,0,1,1,2.4860215646588974e-08,2.633397935679978e-08,3.668415712440287e-07,4,2,4
172,1904.8992718164648,959.5992,3.645672e-08,1,1,1,1,1,1,6.274979274449862e-14,1.2856354021284972e-12,1.7862597932513974e-08,1,1,2
173,106235025.53750102,60396520.0,0.2499812,0,0,0,0,1,1,3.9411951480161633e-10,1.541762073564712e-08,0.00017813638005281796,6,3,4
174,993861056.9355257,715079300.0,0.2500036,0,0,0,0,1,1,8.322137813761538e-09,6.201211707791941e-08,0.00010660246799964438,9,5,5
175,144.8360349824481,159.3176,1.285687e-10,1,1,1,1,0,1,1.2212453270876722e-15,1.4932499681208355e-13,2.7238529765050146e-08,0,0,1
176,278.02985864934755,580.0632,5.000733e-10,1,1,1,1,0,1,9.769962616701378e-15,3.7547742692822794e-13,3.971733417929002e-06,0,0,1
177,11295797.95595612,7847529.0,0.1070556,1,1,1,1,1,1,1.3657649022835727e-07,1.3753980421249423e-07,6.468514291602112e-05,1,1,2
178,268.8285601043404,1007.318,4.590785e-10,1,1,1,1,0,1,1.1657341758564144e-15,2.9359847886212265e-13,3.627895039104434e-06,0,0,1
179,725.988647604189,608.1768,7.232835e-09,1,1,1,1,0,1,4.501077798994942e-16,1.3903829321095374e-12,9.52444131115072e-09,0,0,2
180,3338727857.8892727,4504967000.0,0.2493411,0,0,0,0,1,1,3.6015183074766387e-09,1.995670278943918e-09,0.00022975082019880804,9,5,5
181,1781.1658531296455,2900.367,5.655328e-08,1,1,1,1,1,1,3.164135620181696e-15,2.1216362000586741e-13,2.3446676822302948e-09,1,1,2
182,540793356.9347394,414505300.0,0.2499991,0,0,0,0,1,1,2.1564341101676376e-07,5.8462882868148824e-08,5.993081030886138e-06,8,5,5
183,11042812.041566458,24466590.0,0.2448807,0,0,0,0,1,1,1.0226497426657488e-10,6.322149193049853e-09,6.994365170581718e-05,4,2,4
184,1251724325425.3555,569659000000.0,0.2441094,0,0,0,0,1,1,2.103868950037094e-07,2.1013704900012816e-07,6.934325313406498e-05,20,10,6
